,B1_99015,B2_99015,B3_99015,B1_99090,B2_99090,B3_99090,B1_99092,B2_99092,B3_99092,B1_999006,B2_999006,B3_999006,B1_999004,B2_999004,B3_999004,B1_999008,B2_999008,B3_999008,B1_999009,B2_999009,B3_999009,B1_999007,B2_999007,B3_999007,B1_999017,B2_999017,B3_999017,B1_999014,B2_999014,B3_999014
P10915,198860.9531,25648.08984,6379.655273,18780.96289,174134.4219,98085.39844,94228.60156,181313.8438,90212.58594,90923.16406,281561.625,45643.83594,41686.07813,307643.7813,174927.5938,42766.41406,46880.72656,49693.43359,219430.8125,385787.875,15058.64258,39949.66406,37511.9375,34097.06641,64776.71484,224933.25,45035.14844,58025.03125,13326.77539,34978.78125
P11021,16518.9082,5720.912109,9044.375,4148.697266,5434.33252,15634.96973,10207.80957,8570.310547,14350.10645,3637.470947,4879.581543,21435.77539,8053.335449,11850.66992,21476.47852,5152.618164,7417.990723,25994.4375,10410.05371,11922.78516,9570.609375,7560.96582,3728.568359,22654.54688,4635.528809,12482.20117,18543.35156,8542.544922,5433.500488,19293.18164
P11047,4568.057129,358.9968567,5848.449219,NA,1120.759521,22382.57227,6866.42041,3633.44873,18924.23633,3596.077637,10776.37305,34343.22266,NA,1589.997681,29296.03906,655.0222778,3428.109863,36286.50781,NA,6510.404297,4166.566406,303.2156677,1569.989624,22169.3418,391.300293,4036.425049,17439.04688,935.2573853,1479.639526,14154.70703
P11142,8000.078125,6451.825684,9881.321289,782.3677979,3157.990723,10271.72656,5123.36084,4028.052734,9998.722656,4732.218262,11234.89063,16497.04492,5116.542969,4266.559082,15001.02734,4417.883789,1653.762451,10940.89453,8571.419922,11295.40625,6046.95459,4024.645264,2166.762695,12791.44141,4053.999756,5691.833008,8083.441895,3979.032959,5310.280273,7575.89209
P11279,NA,NA,1390.724976,NA,NA,3164.527344,NA,NA,2061.111084,NA,1102.169434,2027.287109,NA,NA,3980.896973,NA,NA,3510.888672,517.100769,1305.598633,1043.972778,NA,NA,4320.199219,317.9867249,1106.182007,1455.684204,315.8943176,NA,3860.413574
P11766,1769.527344,2139.816162,6954.996094,851.9581909,973.1980591,5885.241211,697.9228516,2243.012451,6358.516602,615.3190308,1852.435547,12406.86523,NA,1325.893677,10432.51367,399.4035339,NA,7624.374023,3381.565186,8704.595703,3979.457764,1938.543945,1590.897461,7223.564453,1828.440186,7047.039551,14119.14258,1994.610718,3786.718506,4118.86377
P12036,31070.41797,4163.730957,58781.27734,9294.506836,15090.32031,53673.74219,17516.48828,10095.54688,89289.69531,12260.94141,29132.76758,92248.67188,12385.22266,10058.63379,94107.99219,11707.70508,24301.45117,167021.875,14783.99023,33122.95313,27947.46289,13850.27441,6550.767578,134480.3125,169701.2188,65772.72656,134644.3125,9505.984375,6907.166992,104456.5703
P12107,7454.305664,41875.72656,21150.65234,27025.35352,10920.5918,1582.669067,40448.10156,7753.273438,3640.924805,57858.61719,13833.91602,5727.000977,73485.17969,10207.13477,2188.7229,137264.2188,221485.5156,4167.613281,12769.10449,3727.968262,20576.77539,37401.74609,31087.28516,1647.395752,45917.20703,6891.083008,2727.753906,46241.16797,271943.5625,1314.060791
P12109,388971.5938,225119.0625,878762.625,136337.0313,185223.9531,1096602.125,285942.1563,182085.8438,1338761.125,1518168,3568067.5,4019720,337168.7188,253538.6563,727186.875,415312,1816792.75,2392161.25,402792.0938,987423.875,863251.4375,448109.25,172515.6094,1395032.375,701439.6875,904191.875,1892656.375,299255.1875,508519.5,1355886.25
P12110,703682.75,211549.2813,794674.875,77882.54688,169057.1875,1759446,208637.6563,122804.3047,2857949.75,1003291,3680729.75,5879506,236169.5313,232759.0156,1890663.5,294397.5938,354113.5625,4788502.5,303362.25,941377.1875,705691.3125,321105.7188,125057.7813,2059183.5,399024.5,1627196.75,3474911.5,229680.125,197116.9219,2077139.375
P12111,790966.5625,207558.5938,1446016.25,118967.3125,178764.1094,2848789.5,232038.9844,163229.375,3519669.5,1021693.188,4387093.5,11047358,240586,344034.75,1963571,286574.25,2244803,7609539,391418.4063,1366032.25,1277355.625,342377.5,153309.6094,3713658.75,589545.125,1941134,4227343,355402.625,422425.9375,3211848.75
P12277,2911.203613,2586.008301,4809.156738,671.2880249,635.8677368,7376.885742,917.9464111,4387.606934,3950.860352,894.9692383,1381.737061,7231.068848,2302.525146,1293.975586,6695.65918,1827.831299,NA,8737.033203,NA,8270.525391,4064.868896,3645.431641,5097.71582,19179.01758,992.2423096,3362.624023,5316.244629,1743.309937,5316.10791,5424.004883
P12814,1718.401245,1454.994141,6423.350586,NA,1128.496338,12461.67578,1000.24884,285.559021,12261.24316,138573.3594,1777.646729,21731.67188,282.3895874,1126.331299,14132.36816,308.8883667,NA,21427.19922,715.914978,1023.33905,3172.180908,396.2054443,589.0440063,13661.01953,229.3922729,2411.943359,9578.132813,941.5405884,876.4108887,8820.890625
P12830,32309.14063,6860.121582,5820.63916,715.0425415,3354.80249,10072.47656,2938.905273,6593.547852,10586.20117,872.5663452,3120.635254,889.9127197,2393.201172,5335.11377,13675.98047,1658.717285,4406.554688,4469.640137,32453.85938,127809.4219,7958.084473,2118.410156,3665.586914,8966.479492,12602.55664,28060.85156,16970.84766,8767.703125,7009.008789,11823.04199
P13010,2101.549072,919.3309326,1090.653076,NA,NA,2793.944824,1179.331665,NA,2843.879395,NA,432.9584961,3471.663818,NA,284.7341614,2806.832031,NA,NA,2270.217285,840.6077881,NA,1258.075928,NA,NA,3072.164551,NA,750.0531006,2421.05957,NA,NA,670.1304932
P13489,183305.8594,6052.079102,14788.9248,186029.3906,72038.73438,62825.59375,22192.10742,33895.53125,17815.83594,14689.40918,28122.72852,52456.34375,5450.265625,59046.94922,31389.96289,31029.94727,2258.297852,27955.73828,NA,148002.9844,10937.40234,46043.83203,146547.2188,12706.62305,1667.932373,7939.239258,23348.85547,61023.99219,4967.199219,25851.82422
P13611,2275625.75,286538.3438,399099.8125,79651.49219,731336.6875,2720933.5,254360.2031,542474.5,2472009.5,545482.875,2521580.75,2158484.5,232270.2031,1143676.75,2201032,332033.1563,875821.8125,4645947,936487.3125,3723648,752898.75,421073.9688,1098524.125,4001164,116116.2656,1512757.25,1111548.125,431435.7813,456822.0313,1473939.875
P13639,26496.30078,3460.257324,15236.08398,2747.980713,5466.278809,45132.57813,3898.035156,3012.125977,38193.16016,4063.126465,6816.546387,66473.61719,4485.908691,8487.865234,41539.09766,3122.965576,4566.17041,83960.99219,7721.424805,13845.70313,12153.84277,3071.244629,2985.819336,40875.28906,4317.294922,17300.72656,66791.14844,5939.880371,3006.513184,27680.64063
P13645,34393.01953,1127.425415,4527.385254,3888.101563,3391.828125,5448.785156,14609.29688,30925.65625,8797.538086,4384.598145,6096.321289,33627.17188,3473.125977,36585.81641,9181.945313,6698.472168,25150.09766,51639.80078,24616.24023,22519.89258,2347.356934,11941.47656,4642.63623,6817.792969,20028.95703,33209.41797,76181.0625,17555.61523,3699.743164,24212.20117
P13667,2975.981689,1150.493774,2655.113525,380.8068237,658.550415,3848.418701,656.2789307,NA,3618.290527,298.6186829,NA,6228.38623,622.852417,1230.75293,5920.793457,215.1396637,2394.728271,9257.588867,424.0575562,2547.918945,2482.729736,694.0926514,356.8392944,6544.989746,1025.489502,2647.694824,6187.912598,1237.94104,97.37891388,7656.376953
P13671,31742.10742,3328.893799,3509.279785,8666.499023,21428.31055,13650.94531,18531.50195,26606.53906,14983.33008,7189.991699,4786.924805,1967.84729,7843.354004,16772.0293,17019.14258,7801.828125,501.6564941,10673.39844,28453.68164,39657.48047,2680.087158,8145.881348,9791.720703,15437.31152,35025.37109,40342.58594,14459.56543,16652.66602,6097.753418,12968.94922
P13693,3791.1521,714.2211304,4596.823242,NA,1802.767822,9079.194336,694.4841919,1169.996948,9107.119141,771.6213379,2636.555176,11832.72852,699.2290039,1613.08606,6895.536133,NA,NA,4699.427734,808.3033447,NA,2198.686035,NA,NA,3570.119873,475.6115112,2142.052002,4505.769043,1193.238403,488.4400024,3846.193604
P13797,12542.7168,3786.603516,8561.729492,1706.773926,3611.091553,22721.65039,2680.219727,2351.058594,17536.39844,2575.803711,7703.134277,27565.72852,2689.638184,4964.720703,23136.5293,4457.582031,6187.484863,39380.88672,5051.943848,13795.45898,6021.959961,3451.832031,2505.316406,27102.59375,944.1915283,8531.688477,16129.26172,4785.334473,4035.436523,13375.51074
P13942,23906.83789,29877.29688,15026.82813,63212.21484,15201.46191,13179.73438,29194.80078,16662.46289,14804.0498,17287.9668,21547,24451.08984,36999.39063,20324.14258,16497.09961,40746.10156,270424.375,54747.36719,16221.41309,37761.05078,15138.33984,26843.09375,11549.62598,17625.92578,14236.87305,5875.85791,8452.889648,18731.30469,62174.00781,18413.66016
P14314,1411.964233,NA,1752.223633,NA,1193.545898,2513.916016,1102.717285,1298.762817,4330.884277,NA,665.4195557,4112.408203,NA,1207.603027,6469.037598,NA,705.6809082,6018.103516,1164.967285,870.7058105,1589.689453,649.6997681,412.7099609,6132.181641,1076.957031,2133.507813,3958.948975,709.9659424,823.6245728,6220.123047
P14543,5183.214844,1290.620972,11578.7373,NA,704.2980957,20713.07422,33.08115387,563.3570557,17515.54102,3479.282227,10466.4248,46410.96875,NA,2296.026123,25885.86719,909.3487549,4019.278809,27512.39844,1476.420898,NA,6151.304688,251.2640076,1971.182129,34470.78516,NA,2698.47168,20972.12305,1175.739014,1336.540405,15250.83203
P14555,176903.9375,27419.13281,32549.87695,1106.928589,31424.85938,83201.5,14728.05176,63256.04297,179117.125,3694.436523,45734.14063,27603.27344,24957.88672,383903.0625,282492.3125,13392.02734,29571.38672,36012.25391,139958.9844,800213.1875,43928.82422,18684.46094,97659.89063,114953.3828,474317.875,1443853.125,476044.4063,216842.75,160555.4688,331874.25
P14618,253876.0625,49847.65234,68184.92969,46922.25,106033.5781,203428.3438,123578.1719,125157.7188,150502.6719,38878.59375,108640.9141,154833.9063,96198.74219,183048.375,193058.9688,91574.97656,123544.1094,177731.6406,142332.0781,352760.6563,58350.76563,139253.3281,94523.16406,249287.5156,50954.32031,166865.6563,226304.8281,143102.3125,76316.21875,124868.8047
P14625,17441.47852,1088.175781,8205.478516,1200.340088,5280.964844,25178.79297,4737.843262,3543.554932,13549.00488,2410.92627,5783.021484,31745.58984,2451.664307,6671.571289,27222.22461,2236.913818,3333.99585,45885.92969,5884.905273,19467.35547,5787.622559,3156.240479,1640.13562,34705.42188,1250.131226,13078.87109,35690,6417.227539,998.3710938,21362.13672
P14868,1611.499756,733.4849243,1057.529175,717.2959595,941.8852539,2234.470947,1042.653442,674.3546753,1553.602051,676.446228,NA,1450.366943,918.7028198,1121.503052,1959.675659,707.4805298,NA,2603.608887,654.9769287,5351.87207,1082.234253,NA,464.2462769,1796.125488,566.0285645,1220.309448,1268.167236,783.9499512,1816.844482,795.5126953
P15088,NA,340.3690796,10506.81641,NA,NA,9497.526367,NA,NA,7459.253906,NA,NA,11601.05078,NA,NA,19110.9082,NA,NA,9632.836914,NA,NA,641.2666626,NA,NA,15545.1123,1471.940552,1426.110229,2826.261719,615.5731812,1020.272339,29064.9375
P15090,174566.5,11630.01855,287760.625,5498.149902,14776.44238,28514.59375,13669.65527,7776.559082,87079.09375,16248.23438,11433.73926,188979.2969,21450.85547,36167.75391,254922.3438,6264.473633,3507.227051,94726.60938,85344.64063,148443.7969,42022.83594,10436.83789,5425.193848,210335.7969,52495.79688,164664.4375,250886.1563,10701.46777,4259.165527,330044.875
P15311,15635.58887,4296.052734,6368.467773,819.8669434,2383.451172,20916.14063,1313.215576,1600.532959,14134.71777,2189.468506,14504.31543,19800.97266,3781.896484,5217.119629,13333.78809,2238.756592,6737.043945,37016.10547,7672.412109,22353.44531,8292.351563,5357.939453,3382.14502,25735.05469,2043.661011,4530.101563,6762.449707,3172.700195,5270.123535,14829.48633
P15531,5662.063477,NA,1642.853516,NA,1754.033691,2430.692871,NA,NA,1346.465332,NA,879.1279297,3585.948242,NA,NA,3391.565674,97.87866211,NA,NA,NA,NA,928.7236328,NA,NA,NA,NA,NA,NA,NA,NA,1629.401489
P16112,1830598.625,288048.8125,56188.55469,182678.9063,1822059.75,780031.1875,635710.75,1134337.75,517595.5,203771.3281,874857.0625,90928.89844,320615.625,3121144.5,1532186,336915.125,23170.43359,137251.8281,1290867.875,4095802,119628.3984,263974.0313,662446.75,684814.625,252460.7813,1251061.625,361002.7813,572814.375,403907,596784.125
P16152,2973.079102,990.9743652,2988.881348,598.2939453,887.1231689,8674.536133,847.4152222,793.31604,6796.146484,663.9869385,2051.832275,9970.795898,695.7546997,2372.969727,7320.734863,703.9399414,NA,8496.410156,2109.352295,7235.98291,1950.857544,782.0776978,1203.22583,9273.449219,645.3924561,4567.710449,9546.393555,900.7302856,582.7271118,4131.97998
P16401,1566.255371,292.3102112,4267.915527,NA,NA,15655.91406,232.4627838,NA,25754.42383,NA,551.6376343,15985.88867,NA,3857.931152,49876.28906,NA,NA,44058.91406,27252.23242,NA,2734.289795,NA,NA,31737.00195,3626.463379,14569.45996,19435.66406,NA,NA,12534.00195
P17987,807.1864014,NA,4988.690918,NA,NA,9067.141602,372.7726135,NA,1813.834473,NA,5393.208496,3826.136475,NA,NA,2307.057129,NA,233.8018799,3407.438965,NA,1282.061157,747.5913086,NA,242.8890991,10850.01465,NA,1428.263916,2200.236816,301.3951721,767.1287842,1842.927612
P18085,2220.839111,452.155426,1636.494629,309.0774841,837.6919556,3553.900391,559.432312,NA,2561.427002,NA,333.6432495,3387.037598,561.9761353,1945.011597,3616.637207,NA,NA,6378.574219,NA,2970.22168,1259.829834,NA,NA,6528.385742,879.2750854,NA,1894.820068,571.9429321,1052.87146,3360.157471
P18124,7218.958496,1561.104736,4245.879883,1126.768799,1418.787598,10924.55664,2256.545654,2775.253174,11119.09375,1699.704834,3018.555908,11438.03809,2833.667236,3023.057129,17028.66797,970.0003662,4656.591309,15813.10938,3428.833252,6589.352539,3381.281006,3213.343506,1582.471436,9688.15625,2249.888428,4965.584473,7366.006836,4035.297363,3590.543213,5417.119629
P18136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P18206,10129.56445,4179.058594,22177.84375,24710.16406,356.2346191,46367.71094,2234.521729,319.368103,41945.88281,2917.305908,7091.507324,84336.6875,1264.151733,1726.232178,53008.80469,987.8934937,3925.353516,75022.24219,2990.710449,9859.322266,12105.75195,1258.421753,1209.48584,72588.75,32409.72852,17684.8457,41390.88281,3159.911133,1229.510986,48271.29688
P18428,3513.942139,3814.941406,1907.710571,3436.779785,5714.047852,2401.770508,6690.976074,21193.63086,3199.137451,2566.822998,1898.775757,1891.354858,6703.041504,4469.00293,2298.698975,4576.549316,17263.2832,5801.939453,12435.7959,18170.29297,5696.790527,5919.836914,2924.649902,3947.398682,158027.9375,57756.58594,25634.96484,5935.833496,9835.505859,2124.028076
P30457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P18669,12895.71875,747.2063599,874.5498657,449.6495667,3849.260986,9417.035156,3569.501221,2475.918213,6974.193359,1577.442139,3716.701416,5472.087402,2821.529785,6170.503418,8026.814453,1316.595215,NA,4165.329102,1074.761841,6714.126465,1004.075195,1162.431274,911.0929565,4788.030273,929.4370728,5603.697266,7534.44873,2152.822754,815.3022461,6081.704102
P19338,90002.49219,4128.207031,24905.87695,4611.979004,20440.6543,35418.82422,7951.849121,20870.57813,39088.84766,10322.93555,42027.20313,99851.3125,5975.408203,15136.16113,51321.60938,14991.3252,4499.933105,85927.03906,11798.52344,26000.66602,28788.67188,4534.166992,31580.8418,39453.16797,135603.0469,71228.25,45986.41016,11941.96387,13909.69043,50746.5
P19367,4367.089355,329.2371216,3322.590088,350.5239563,NA,9372.109375,1089.923096,NA,16406.37695,603.3834229,1896.825439,10937.89551,788.1652222,985.0722656,23853.06641,NA,NA,24615.24805,NA,1061.550049,3798.220703,NA,237.460968,8826.706055,174.067627,3081.382324,8885.660156,717.2269287,299.8130798,4038.7229
P19652,28006.23438,3321.676758,943.774292,6833.665039,1940.909668,14143.74316,2088.992188,2380.752686,9417.071289,4394.846191,NA,2694.160156,4003.483154,4998.70459,6664.961426,339.8370056,NA,8135.208496,NA,NA,202.7616272,11505.23633,504.302002,13217.86719,2238.902588,29030.80078,20257.23438,7928.53418,NA,10232.26953
P19823,177964.7031,23418.97852,164736.0469,26749.17773,211533.4844,66490.60938,62546.07422,135747.5,85904.92188,56829.60938,60865.99219,115333.1016,24877.7207,129221.6563,155758.5625,106522.6719,18800.97461,83806.61719,50200.29297,72945.39844,34788.52734,38295.24609,119098.5078,55105.15625,359370.0938,154753.375,151428.5,95028.23438,11503.93359,391345.8125
P19827,40001.72266,3608.488525,25227.50195,6160.211914,27860.51563,18946.8125,18844.63867,13085.86719,21722.57813,6863.929199,15369.86133,67233.49219,16816.44336,15484.97656,18231.13477,8289.085938,39200.09766,52511.94531,16533.98828,39142.97266,18765.71484,22149.57422,11712.39746,21723.64844,18427.09375,10068.49219,24075.25391,8663.357422,3121.167725,15693.96289
P19971,NA,NA,1536.835327,NA,NA,819.0379639,NA,NA,NA,NA,NA,5112.109375,3498.797363,957.1894531,24277.03125,NA,NA,1340.007568,NA,NA,NA,NA,NA,2171.0354,2826.217529,9377.205078,10232.63379,NA,NA,NA
P20073,13480.99219,2093.918213,4105.18457,2362.78418,4784.985352,12006.3418,2576.957275,2205.364258,10224.00098,1539.593628,6953.893555,13602.43945,1433.134033,4215.926758,14874.6084,1646.707397,11196.08398,16936.05859,4332.433105,35743.375,4377.770996,1314.228638,3377.942627,10773.30078,17326.58789,64790.76172,48104.01563,3193.989746,2853.185791,10028.75879
P20160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.83552551,NA,NA,NA,21870.68164,18485.9043,9604.411133,NA,NA,NA
Q15661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P20774,11102617,2251594.25,1118120,4259297,9092696,5654369,8254895,9118622,6031474.5,15097048,18787616,8847553,4958542,12237008,8589520,8800726,9565512,4862230,15113730,18665656,1282335.75,9674830,4843145,9422836,1768489.625,3512046.5,4305478.5,7642497,4727681,5429335.5
P20810,305.4561462,NA,2409.10083,NA,NA,2344.675781,NA,NA,486.3072815,502.9169006,NA,6562.682129,NA,NA,4056.022705,NA,NA,10473.5498,NA,NA,949.2817383,NA,NA,2513.358398,NA,NA,83.64315796,NA,NA,3381.230957
P20849,33664.99219,131830.2656,104767.3672,61912.71484,31597.0625,123386.3203,49546.03906,68800.13281,207268.8125,118062.3047,332849.5938,139898.8438,129426.1172,29324.10742,37542.9375,237157.5,585417.5,138219.0938,69431.03125,60458.10547,50691.84375,64982.26563,64474.82422,134267.3438,90300.04688,130442.2734,431365.0625,47788.20313,307177,144406.3594
P20908,13644.20996,340007.75,72823.61719,269425.875,43996.43359,2869.889648,41807.95703,44876.41016,3148.69043,159702.5938,44642.5625,28092.11914,243176.8438,52751.11719,6288.367188,257075.6563,97196.28906,22325.95898,74693.98438,5238.992188,73356.625,78366.86719,118522,4122.635254,87726.75,14878.40625,6525.716309,79841.375,496390.125,15507.86816
P20962,95924.10156,10147.68457,28422.57227,5342.947754,15225.45117,28231.33594,8781.464844,253.1906586,31552.85352,9362.244141,20926.67383,81686.39063,3388.705322,11037.3623,28567.17188,8760.880859,19462.17383,42781.29297,10957.31738,39529.94141,11146.49414,13269.69531,4337.110352,47586.63281,NA,8695.052734,25154.20703,15610.05273,4042.526611,68661.64063
P21291,1454.269165,1381.191772,5068.392578,1323.357056,NA,7315.125,1232.376343,NA,3323.830811,404.767334,910.8509521,12735.61621,692.5996704,2167.064209,7147.414551,1100.868652,NA,11351.00488,NA,1936.748657,2473.906006,339.7456055,838.164917,8303.5,NA,830.7420044,5282.875,843.3497314,1034.491455,4940.404297
P21333,14953.09277,3438.681641,27196.05859,NA,7182.368652,43913.30469,86.20572662,NA,38227.50781,144.2097931,1268.071289,94054.5625,NA,1135.23938,70298.10938,1466.192627,723.8974609,67987.39844,7569.728027,1667.366943,8081.768555,337.3724365,4564.761719,70283.35938,30707.95313,9710.973633,58459.39453,427.7106628,1128.509399,56477.54297
